Age,Screen_Time,Phone_Unlocks,Social_Media_Usage,Gaming_Hours,Streaming_Hours,Messaging_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Anxiety_Score,Stress_Level,Age_First_Phone,Notifications_Per_Day
22,7.18,95,2.89,3.09,1.08,1.85,5.92,1.52,7.88,39.1,57.22,13,112
14,6.59,-7,1.5,0.85,1.52,2.18,7.3,0.86,54.43,16.2,17.38,19,101
13,2.14,53,1.17,0.2,0.78,1.68,5.43,0.66,88.58,83.56,45.9,15,81
44,6.88,65,0.7,1.47,2.7,1.62,5.45,-0.7,69.08,18.01,84.12,20,79
42,7.54,89,2.17,1.07,-1.14,1.49,6.24,1.17,64,67.09,81.27,13,91
70,3.15,182,1.47,2.13,1.53,2.21,6.4,1.88,71.59,45.01,24.53,14,83
53,3.88,103,0.66,2.02,1.6,1.66,8.04,0.92,61.88,75.65,99.71,13,136
68,6.05,59,2,0.34,-0.6,1.35,5.07,1.24,66.92,61.12,23.33,10,48
61,6.97,91,3.4,0.47,2.14,1.46,8.27,0.32,30.87,89.8,24.56,18,76
42,7.45,93,0.72,1.1,2.73,1.64,6.28,0.79,99.86,4.57,53,16,148
13,6.64,81,1.14,1.98,3.69,2.22,4.78,1.25,93.39,79.46,65.61,10,76
58,5.06,91,0.9,-0.1,3.57,1.73,5.94,1.8,6.15,99.93,74.24,10,125
28,7.65,86,2.62,1.19,1.32,1.51,6.46,1.16,42.08,60.89,7.15,14,148
39,7.03,52,3.4,1.49,1.59,1.61,7.24,0.94,90.51,11.86,5.13,11,127
43,4.48,89,3.15,2.62,0.97,1.8,5.16,1.75,33.69,10.3,48.48,17,29
14,4.84,107,3.4,1.89,1.32,0.43,6.23,-0.02,96.71,99.69,75.63,15,60
33,10.01,79,0.22,1.52,2.05,1.16,5.24,0.71,54.97,63.28,89.1,15,141
17,3.59,112,1.1,-0.32,1.47,2.15,6.19,1.17,61.25,45.85,86.05,14,97
44,9.25,91,1.49,2.42,2.42,1.89,5.91,0.18,93.9,35.8,61.86,9,118
35,5.86,101,0.75,1.78,2.23,1.58,7.15,1.18,17.93,16.72,61.18,20,77
70,7.33,105,2.66,1.7,3.18,1.9,7.46,1.74,84.38,86.65,61.99,17,204
38,6.33,67,2.74,1.74,2.04,1.66,6.26,0.52,16.59,85.04,23.3,15,87
50,9.6,75,0.87,-0.67,2.06,2.16,6.05,-0.11,66.49,76.29,53.39,10,61
61,3.53,108,2.55,0.79,1.63,1,5.17,1.5,49.6,83.02,82.36,8,63
29,1.75,85,3.55,2.45,2.41,0.93,6.23,0.37,48.19,13.2,55.86,14,105
28,9.83,70,2.07,2.46,3.33,1.56,7.6,1.19,17.43,22.53,2.51,17,123
67,6.82,36,0.71,1.78,1.7,0.72,6.35,0.65,79.78,85,34.38,12,130
23,10.8,120,1.71,2.19,0.75,0.75,7.9,0.96,62.17,88.08,32.41,18,112
37,7.19,124,1.99,-0.04,1.88,1.01,5.77,1.51,81.53,43.55,88.42,15,129
69,7.87,69,2.22,1.62,1.85,1.85,7.96,0.45,52.12,16.08,8.38,11,44
59,1.77,69,2.86,0.56,1.76,1.72,7.38,1.66,52.29,64.35,89.59,19,58
13,8.06,26,1.21,1.69,1.2,1.47,5.95,0.89,32.33,54.63,60.38,8,100
35,4.98,82,3.67,2.29,1.59,2.43,7.9,0.9,47.53,26.71,88.68,12,106
43,7.85,76,2.82,0.49,2.19,0.9,6.74,0.87,57.45,13.26,80.13,15,68
28,6.18,91,3.35,2.26,3.31,1.89,7.38,1.2,76.86,13.43,71.58,10,117
13,5.39,57,3.87,2.2,1.88,1.61,7.07,1.3,81.84,47.92,66.43,9,111
59,3.33,67,1.8,0.68,2.91,2.37,8.8,1.33,60.08,4.02,85.31,12,68
24,4.1,106,2.58,0.79,2.93,1.38,5.82,1.66,74.53,82.06,84.28,19,98
35,3.07,45,1.01,1.5,3.02,1.4,6.88,0.53,0.37,49.81,72.42,18,76
23,4.09,66,2.5,0.73,1.56,2.12,6.4,1.1,28.69,9.1,38.62,8,138
51,4.67,93,0.68,1.02,3.56,1.95,7.2,0.32,83.6,92.89,91.83,12,125
22,3.95,56,1.3,1.43,1.51,1.1,6.75,0.94,64.7,48.63,28.52,11,80
24,8.76,73,3.08,0.71,2.89,1.99,6.95,0.59,28.07,96.01,79.43,20,115
30,2.62,68,1.04,1.65,2.33,2.56,6.28,0.82,53.61,22.31,54.66,13,77
46,9.49,25,1.74,2.38,1.39,1.18,6.11,0.82,59.66,5.75,49.36,9,86
29,5.24,97,2.59,2.34,1.65,1.63,6.08,0.4,43.49,59.62,89.95,9,169
54,4.42,68,1.61,2.31,4.14,1.23,8.4,0.87,93.72,60.38,44.62,15,33
14,3.73,85,2.36,0.99,1.49,1,6.34,1.28,17.06,28.26,10.68,20,118
27,5.72,77,1.13,1.05,0.79,1.04,6.63,2.08,79.6,55.36,63.53,13,73
26,7.48,71,1.76,0.72,2.2,2.13,7.39,-0.12,20.78,64.87,55.7,19,72
32,5.35,89,2.59,-0.15,3.45,1.6,7.11,1.82,70.51,33.4,40.09,8,129
38,3.78,23,2.01,1.58,2.46,1.81,5.46,1.42,82.22,85.3,80.58,11,97
32,6.88,61,0.89,1.47,1.42,1.72,9.05,0.88,43.3,5.45,71.38,12,76
61,7.22,34,1.67,2.75,1.34,0.31,6.39,0.94,56.7,51.6,62.51,11,99
23,7.97,81,1.86,0,2.15,1.66,6.81,1.26,0.85,50.13,84.57,8,105
63,5.3,79,2.22,1.07,3,2.77,6.31,1.31,15.47,61.5,75.26,20,53
51,6.36,73,1.07,-0.68,1.12,2.24,6.93,0.55,61.84,14.41,11.01,15,55
59,4.91,135,1.89,3.1,2.43,1.86,7.55,0.6,52.44,9.67,44.12,9,101
56,6.34,50,3.61,0.74,-0.3,1.98,6.24,0.36,37.52,12.65,37.92,12,113
21,5.49,70,1.55,-0.59,0.83,1.92,5.81,1.79,8.76,42.12,61.01,15,135
70,7.37,64,1.38,2.87,0.67,0.33,7.61,0.95,23.37,85.16,91.13,19,108
55,6.1,121,1.52,-0.19,3.45,1.62,6.49,1.39,73.8,66.77,12.27,14,94
30,4.74,71,1.27,1.33,2.31,0.67,5.07,1.52,38.71,22.5,86.5,14,74
57,3.89,114,2.6,2.32,2.79,1.23,6.77,1.36,59.98,47.16,56.17,19,89
52,5.74,84,2.79,2.44,2.29,1.96,7.3,1.41,39.1,51.93,91.79,9,113
41,6,70,4.07,0.96,1.77,1.55,6.1,0.93,68.16,11.02,4.96,17,98
40,5.43,117,2.8,1.84,1.63,2.56,6.84,0.85,13.41,64.6,63.7,20,132
33,6.49,95,1.49,1.7,1.01,1.58,7.16,0.74,84.22,69.62,3.53,13,41
55,4.83,67,2.83,2.49,0.9,2.05,7.63,1.4,53.58,31.13,64.74,14,122
51,10.93,88,2.04,0.35,2.19,1.04,7.48,1.05,61.68,77.1,11.45,17,98
45,7.03,154,2.4,1.05,0.99,0.97,5.92,0.9,18.89,87.83,82.47,10,66
46,5.14,123,0.25,1.82,3.08,1.34,7.34,0.51,22.15,49.85,8.99,20,75
67,4.92,65,1.87,0.8,3.2,0.55,6.32,1.07,43.96,11.21,7.04,9,106
22,8.8,74,4.83,2.96,1.95,1.6,8.18,1.3,98.63,27.77,93.84,13,151
32,5.13,62,3.52,2.68,2.21,1.21,6.59,1.56,84.82,55.77,15.9,8,81
61,4.78,106,1.55,1.69,1.41,1.66,5.66,2.56,67.4,86.03,49.34,11,-10
13,7.68,91,2.78,3.97,1.78,1.48,5.58,1.24,21.97,63.66,24.26,10,107
35,5.46,62,2.77,2.26,1.6,1.45,6.64,0.66,3.38,38.2,64.46,8,113
36,9.8,82,1.49,1.16,-0.03,1.54,8.89,2.35,60.05,53.1,47,20,12
22,4.03,111,1.3,1.16,3.72,1.4,6.78,0.48,85.39,22.58,74.04,9,59
21,4.23,84,1.57,2.58,1.47,1.85,6.27,1.42,44.78,44.62,89.74,9,42
29,5.4,67,1.45,0.84,0.8,2.51,6.95,1.86,59.35,94.09,26.05,14,115
33,6.26,63,1.73,1.77,-0.51,0.84,5.93,0.65,84.36,47.46,97.69,11,147
56,5.93,90,1.87,0.17,0.94,1.61,6.52,1.06,33.26,1.84,63.82,10,121
24,2.87,15,1.31,0.52,2.86,1.19,5.34,2.11,5.53,95.58,85.63,18,88
69,3.83,121,2.83,0.37,0.71,2.87,5.3,0.14,18.94,3.81,8.41,9,154
58,6.95,34,3.33,1.2,1.18,1.75,8.52,0.42,25.26,87.82,96.71,18,24
25,5.95,95,1.27,0.16,1.69,1.57,5.92,1.25,18.72,59.49,45.03,10,90
67,3.5,109,1.29,1.7,3.18,0.99,5.98,0.93,38.71,23.13,51.49,17,44
23,6.8,94,0.39,2.93,0.74,1.42,7.28,1.28,67.55,18.5,43.89,10,101
33,1.13,86,3.48,1.74,1.74,1.57,6.05,1.2,96.63,62.72,60.43,13,54
69,7.05,97,1.92,1.48,1.57,1.6,6.33,1.37,90.48,49.8,59.46,8,177
70,7.07,62,3.03,1.14,2.31,1.25,7.54,0.85,77.7,34.31,56.73,17,46
51,7.2,40,1.91,1.95,0.77,0.88,6.81,0.95,68.25,3.92,62.43,17,63
22,5.9,81,0.83,1.56,2.06,1.29,5.41,0.53,75.27,94.74,75.94,18,106
48,8.78,42,1.74,1.92,0.63,0.99,7.39,1.53,68.62,68.71,43.06,20,85
68,4.33,124,2.45,1.69,3.18,1.12,6.74,1.35,0.88,69.51,6.02,13,112
16,5.16,103,0.7,1.98,2.62,1.04,4.97,0.66,10.58,36.49,32.58,16,117
38,5.49,58,1.93,2.21,3.56,2.4,8.25,0.19,60.84,71.71,27.92,14,79
21,4.28,90,3.24,1.6,2.09,1.12,7.6,1.18,55.44,71.95,36.73,10,123
68,7.99,95,0.86,1.43,0.94,1.28,9.04,0.67,33.77,15.2,93.23,12,76
27,2.69,114,1.06,1.51,1.97,1.72,4.46,1.35,61.31,16.62,7.26,13,124
13,3.21,60,1.61,0.83,0.71,1.89,5.31,1.25,44.17,72.27,93.17,8,72
55,8.06,111,2.25,1.7,2.42,2.82,6.61,1.88,91.92,2.35,91.45,20,139
44,7.4,155,0.55,1.42,0.93,0.39,6.36,0.92,63.93,8.78,18.11,11,148
30,4.38,57,2.54,-1.29,2.4,1.01,6.59,1.44,16.35,62.16,43,14,115
18,4.97,66,1.74,0.72,2.33,1.04,7.32,0.61,72.27,66.31,34.15,18,72
62,5.24,40,2.01,1.56,1.89,0.99,5.84,0.76,44.01,15.54,13.66,16,106
56,8.74,48,0.77,2.2,2.4,2.34,7.2,0.85,99.82,52.7,15.54,10,126
66,6.81,64,3.75,2.7,1.57,2.02,7,1.34,89.67,91.91,7.24,19,158
33,6.57,78,2.66,0.25,1.52,1.71,5.4,1.06,34.95,40,73.75,18,60
64,5.21,43,1.7,1.34,1.01,1.37,6.69,0.31,66.15,0.05,69.79,17,115
16,6.33,95,2.66,3.24,3.37,1.85,6.89,1.33,27.57,23.38,12.72,14,117
45,6.4,102,2.12,1.24,2.66,1.35,7.54,1.48,55.31,24.12,97.81,10,117
46,-0.19,85,2.7,0.58,2.33,1.8,7.3,1.27,37.27,17.73,78.94,20,92
53,5.29,97,2.26,0.04,2.05,0.96,4.34,0.53,69.44,33.98,48.72,17,127
35,4.5,73,1.54,0.01,2.98,1.01,7.06,0.56,15.75,13.38,85.63,17,45
49,4.77,83,1.17,0.13,2.19,2.18,6.96,0.45,83.62,46.23,39.69,20,84
67,5.09,87,2.32,2.67,2.34,1.65,6.71,1.4,10.56,67.75,84.27,20,71
58,7.19,94,1.13,-0.45,2.09,1.63,6.5,0.52,92.84,5.93,44.11,19,159
58,4.58,39,3.31,2.23,2.57,1.82,7.63,1.05,18.34,23.4,84.04,8,141
38,5.81,91,2.59,1.62,1.05,1.51,5.49,0.8,94.19,49.07,27.55,19,63
27,7.57,57,1.14,0.29,0.5,0.54,4.99,1.61,92.32,71.54,59.62,9,166
48,6.36,100,2.12,2.67,4,2.42,6.73,1.58,64.29,95.14,82.25,15,107
57,10.06,80,1.2,1.19,1.55,1.61,5.94,0.42,63.4,9.63,90.24,18,117
30,5.71,79,2.3,2.71,2.83,1.79,6.75,0.86,15.09,53.15,99.74,8,52
49,8.06,102,3.1,1.15,1.79,0.85,8.11,0.76,60.55,1.87,16.38,11,123
36,5.98,80,2.71,0.58,1.88,1.88,7.99,1.95,23.41,50.06,2.08,12,81
25,8.61,112,1.18,2.54,2.57,1.12,8.15,2.39,53.43,20.85,80.48,10,105
19,3.52,83,1.73,0.9,1.34,1.37,7.65,1.19,32,81.22,39.88,18,71
36,7.6,43,0.67,1.64,-0.17,1.61,6.35,0.65,16.62,22.94,17.05,9,70
68,10.48,81,2.54,2.68,2.59,1.02,6.55,0.66,58.01,96.85,0.53,15,80
68,2.87,68,2.45,0.88,0.88,1.01,7.55,1.51,82.32,42.84,26.35,12,122
22,6.57,89,1.09,0.04,3.49,2.46,5.35,-0.01,84.29,72.17,56.42,13,120
19,6.7,71,3.98,2.51,2.73,2.21,6.11,0.21,33.3,45.95,48.28,15,119
32,7.53,47,1.88,0.14,2.51,0.1,7.09,1.69,92,53.34,78.19,17,50
30,5.54,112,1.66,0.4,0.33,0.54,5.88,1.4,56.57,24.73,73.18,16,40
63,3.29,73,1.47,1.7,2.92,1.63,6.42,0.62,29.64,57.23,72.6,16,127
40,8.25,65,1.29,3.21,2.07,1.8,6.34,1.38,2.64,6.02,87.32,17,131
40,10.36,89,0.91,0.91,1.83,-0.17,7.86,-0.01,77.55,30.51,67.97,13,132
31,6.24,63,2.76,-0.08,2.84,2.52,6.76,0.69,87.76,11.65,32.33,19,117
61,8.89,97,1.49,1.7,2.09,0.58,8.06,1.71,38.88,36.49,88.9,10,72
18,3.9,100,1.07,2.48,2.58,1.99,6.26,0.88,98.79,65,86.88,18,56
14,7.7,79,1.5,2.68,1.71,1.33,6.11,1.78,44.33,7.75,39.68,17,62
63,7.3,33,1.97,1.04,1.74,2.04,6.48,1.14,18.67,22.35,97.11,15,87
24,2.98,84,1.08,1.76,2.07,1.4,7.39,0.96,36.84,11.65,99.77,9,77
46,8.81,46,0.15,1.78,1.76,1.68,7.54,0.72,40.79,9.67,99.71,9,56
24,1.52,83,1.07,3.7,2.36,1.3,5.64,0.95,21.56,73.08,30.66,20,73
32,6.99,90,2.6,1.28,1.13,1.94,7.95,1.55,40.21,83.85,22.49,15,129
61,5.06,95,1.54,1.98,2.42,1.28,8.16,1.66,59.07,48.37,78.04,13,95
65,9.82,61,0.32,1.43,1.21,0.79,5.79,0.46,71.84,7.98,31.17,8,34
30,4.51,110,1.9,0.74,3.18,0.56,5.36,0.97,80.99,60.29,57.32,12,78
32,6.52,60,1.71,0.4,1.48,1.24,7.18,1.4,82.55,27.81,34.32,18,120
22,5.94,52,2.31,1.45,1.08,1.74,7.64,1.28,60.2,65.99,12,12,21
65,4.87,116,3.65,0.44,2.16,2.16,7.16,0.55,55.41,89.82,64.45,14,104
34,4.68,69,2.66,2.9,1.84,1.82,4.64,1.22,18.01,61.41,68.12,16,103
66,3.39,72,2.41,1.63,2.69,1.05,6.31,1.31,45.33,62.89,54.52,17,92
33,2.42,116,1.38,2.32,2.64,1.56,5.5,-0.02,1.18,21.36,8.71,12,67
61,4.46,52,1.99,1.25,2.62,1.54,7.28,0.28,3.78,56.36,16.83,9,53
42,6.8,77,3.05,1.65,1.68,1.56,6.43,0.29,77.26,28.31,55.73,15,96
16,6.7,70,1.46,2.34,1.96,1.21,5.75,0.92,16.25,59.04,1.13,19,111
25,9.86,78,1.83,1.93,2.65,1.69,5.79,-0.3,65.17,68.97,37.84,20,97
20,3.73,121,0.99,0.46,1.35,0.5,5.06,1.1,1.55,19.84,67.44,9,110
29,3.89,57,1.07,1.57,1.31,0.93,6.22,0.41,87.96,97.65,52.04,8,68
32,5.77,99,3.6,2.19,1.62,2.02,5.94,0.65,87.42,81.58,91.83,17,107
68,4.74,14,0.79,0.63,1.24,1.75,5.5,-0.24,66.08,43.46,45.43,16,65
55,7.56,87,1.64,-0.11,2.31,1.81,6.08,0.46,13.13,88.88,57.13,14,113
47,4.02,74,2.61,0.23,1.61,1.77,6.45,0.47,74.46,41.69,50.52,12,100
25,5.06,99,3.59,0.76,2.14,1.54,5.95,0.41,93.27,38.82,93.28,13,61
54,7.83,76,1.43,2.2,1.92,2.03,5.42,0.68,71.12,12.45,34.41,19,114
37,6.15,53,1.87,2.6,2.9,1.25,6.83,1.5,11.89,61.7,34.39,15,97
56,10.31,63,3.04,0.94,1.61,0.43,7.6,1.38,57.63,39.81,87.08,15,98
21,7.95,73,0.99,0.13,2.07,1.75,9.58,1.24,32.65,99.63,78.18,15,100
12,8.08,111,1.23,2.73,0.06,2.44,4.21,0.46,85.09,52.45,78.67,14,140
13,4.65,88,2.41,0.08,0,1.62,6.19,0.42,62.63,2.13,79.18,9,169
27,8.62,99,2.3,0.86,0.73,1.73,5.86,1.64,58.21,16.25,17.52,20,108
58,4.65,116,1.91,1.37,3.54,2.07,4.16,0.88,8.74,17.2,42.07,18,150
12,5.65,79,1.45,2.82,2.48,1.84,6.14,0.78,77.17,96.13,30.29,11,89
55,6.57,70,2.32,1.35,1.51,1.07,6.79,0.42,5.78,34.94,11.09,16,78
19,9.16,132,3.74,2.31,4.34,1.22,5.61,0.63,60.03,12.84,48.81,10,77
18,5,100,2.34,1.83,4.31,1.46,7.55,1.56,32.46,16.31,15.38,9,185
35,6.62,30,3.36,1.24,0.94,2.09,6.61,1.56,40.56,50.32,53.45,14,84
19,3.55,65,2.75,2.12,1.98,1.5,6.62,1.06,94.77,24.73,63.48,9,63
62,6.86,120,2.53,1.64,1.23,1.53,6.98,0.47,27.68,44.27,16.16,9,127
54,1.95,80,1.38,2.22,0.87,1.62,7.27,0.72,35.31,9.26,84.69,18,105
39,5.08,73,1.08,2.59,1.22,1.63,6.52,0.31,23.21,36.43,95.17,20,104
33,7.88,54,2.84,-0.14,2.36,2.1,4.79,1.03,46.47,63.43,56.71,11,114
29,6.2,73,1.33,1.89,3.1,1.17,5.37,0.32,24.81,64.88,98.96,20,44
24,5.24,61,0.82,1.72,2.6,1.08,6.51,1.04,66.19,29.27,6.38,13,90
60,10.89,72,1.21,0.15,1.63,1.45,7.79,0.82,59.86,30.94,52.44,12,123
14,8.03,83,2.62,1.09,3.17,1.35,7.02,-0.51,13.39,4.41,70.77,18,126
47,5.5,1,1.45,1.42,2.04,1.71,6.56,0.56,6.02,65.02,47.97,16,123
36,6.54,33,1.89,-0.02,-0.66,0.66,4.81,0.64,49.02,78.97,53.46,12,88
24,5.82,82,2.87,1.58,2.58,1.87,7.99,1.15,66.38,33.74,5.29,11,107
49,8.69,72,2.77,-0.41,1.05,1.56,6.79,1.55,60.57,55.02,88.23,16,54
54,6.68,79,0.83,0.81,2.28,2.15,7.25,1.08,81.83,86.33,48.14,12,127
49,7.75,30,2.85,0.78,3.17,1.5,5.76,1.31,22.35,21.53,31.54,13,96
60,7.2,50,1.92,1.49,2.69,1.74,6.65,1.48,78.59,18.81,29.42,14,128
70,5.02,66,2.26,1.76,3,2.42,4.64,1.4,58.47,36.33,14.99,12,134
60,4.63,71,3.82,1.23,3.98,2.17,7.65,1.32,10.75,59.85,40.81,14,131
37,6.57,87,1.26,1.98,2.55,1.46,4.16,0.68,38.51,76.2,74.75,18,92
51,8.38,83,-0.15,0.23,1.48,0.43,5.85,0.77,47.62,80.39,82.76,8,53
68,6.1,80,1.41,0.05,0.55,2.07,6.94,1.65,76.73,64.85,51.37,12,129
62,7.86,78,1.53,1.95,1.13,2.13,6.89,1.45,3.82,56.61,63.92,10,135
17,5.33,77,2,1.04,1.76,0.61,7.71,0.42,51.62,77.48,22.74,9,125
16,3.67,80,0.62,1.85,0.95,1.91,5.19,1.29,53.75,39.11,8.29,13,122
33,4.65,83,2.26,0.98,1.9,1.03,6.01,0.65,59.27,67.45,54.84,13,70
68,8.34,76,1.17,1.28,3.14,2.24,6.72,1.48,49.9,1.81,8.28,19,75
60,4.74,78,2.74,0.64,1.54,2.52,5.38,0.74,16.24,9.69,81.9,11,74
17,6.91,50,0.67,1.97,1.74,1.57,5.95,0.92,36.14,99.47,84.28,16,89
39,8.81,77,3.31,2.71,3.84,0.96,6.98,1.08,62.59,55.04,18.93,12,74
27,4.96,67,1.18,1.29,1.42,1.14,8.05,2.8,75.89,7.76,11.66,15,71
48,6.48,100,1.72,2.43,2.55,2.12,6.06,1.22,69.27,28.71,98.55,11,142
20,8.8,37,2.11,3.32,1.88,2.24,5.96,0.97,82.28,16.34,0.24,15,149
28,4.11,80,1.46,1.5,2.17,1.41,5.4,0.81,4.62,64.09,65.11,14,132
30,4.25,92,2.43,2.4,2.64,1.95,7.52,1.26,75.12,51.67,24.69,12,111
44,5.42,100,0.55,3.39,1.36,1.77,3.98,0.23,17.35,84.8,98.87,11,111
45,5.69,89,-0.08,1.93,1.72,1.23,6.83,1.21,48.49,9.26,62.69,9,62
16,5.56,77,1.12,-0.08,1.89,1.2,5.52,0.5,81.48,10.17,7.35,11,96
25,2.63,85,2.55,1.14,-0.16,1.36,6.26,0.89,70.03,8.06,43.4,14,100
64,5.09,69,4.17,2.27,0.11,0.93,4.96,1.21,26.19,79.45,30.92,16,141
12,3.17,76,-0.19,3.65,4.19,1.27,7.22,0.46,74.64,63.03,99.87,15,93
40,4.33,89,2.89,2,1.69,2.35,6.01,1.94,59.78,76.53,12.94,15,122
49,7.81,54,1.37,1.35,2.56,1.59,8.33,1.65,90.23,50.3,81.31,9,69
37,7.99,95,1.17,2.8,2.17,1.54,7.08,-0.33,17.92,17.28,48.05,12,88
28,10.45,83,2.65,4.15,0.37,1.6,7.47,0.8,5.77,96.14,21.33,18,99
22,7.37,88,2.57,2.21,1.52,1.08,6.98,0.55,19.22,84.79,16.85,19,100
35,6.3,53,3,3,3.48,1.93,7.75,1.2,99.05,81.12,89.9,20,85
25,7.84,62,3.48,2.29,2.99,1.51,6.26,0.94,15.23,43.2,13.82,18,123
27,6.43,77,0.41,1.99,1.51,0.78,6.04,0.68,34.06,3,3.49,12,138
38,6.8,80,0.6,0.75,3.04,1.52,4.69,1.14,83.62,29.04,77.74,16,86
27,4.09,113,1.6,-0.38,1.33,1.19,5.91,1.8,46.29,42.23,48.26,16,98
42,4.34,90,2.57,0.79,1.63,0.74,6.61,0.96,42.45,96.73,70.96,10,139
21,5.71,82,2.13,1.62,3.75,0.9,5.69,1.03,33.67,25.38,42.89,8,83
58,7.98,70,2.12,2.04,0.36,1.1,7.23,1.56,68.35,16.89,56.39,13,69
70,7.48,40,2.07,0.52,3.16,0.17,7.98,0.64,70.14,24.38,90.1,19,66
60,6.8,78,2.35,3.7,2.37,1.15,6.43,0.4,14.39,42.66,17.08,9,99
63,8.13,96,1.47,1.67,1.01,1.64,3.99,1.12,62.65,30.23,31.84,12,106
53,11.84,107,1.32,1.6,2.69,1.13,5.81,1.51,97.58,31.3,43.13,14,112
36,3.4,63,2.13,0.35,2.19,2.13,7.77,1.37,91.77,43.01,71.71,10,89
40,0.47,98,0.45,-0.68,1.91,2.38,7.24,0.94,63.95,4.49,72.89,14,63
30,5.35,108,1.52,1.16,1.68,1.7,6.5,1.13,15.7,62.75,19.62,16,84
21,3.36,106,1.51,1.57,2.2,1.38,5.24,0.41,23.3,43.28,3.14,18,63
17,5.66,68,1.19,2.32,0.33,1.58,7.26,0.58,97.3,17.02,79.1,11,82
26,4.27,101,1.74,1.07,1.61,1.81,7.12,1.07,17.82,49.56,57.31,20,72
13,1.98,123,4.93,2.83,0.6,2.12,4.25,0.94,38.66,94.03,97.67,9,144
70,8.36,97,1.71,-0.36,1.54,1.68,7.24,1.3,1.41,34.25,1.63,9,72
21,5.7,121,2.16,1.68,3.09,0.83,6.27,0.62,79.07,41.5,40.47,20,154
61,3.95,70,2.42,0.95,2.19,1.43,7.13,1.43,88.39,40.83,6.87,12,116
44,6.3,47,2.63,1.32,2.74,1.34,6.99,1.07,77.96,87.86,8,16,102
43,5.88,138,3.91,3.46,1.86,2.16,6.43,1.28,15.94,69.6,36.74,13,145
65,4.03,126,2.53,-0.39,1.77,1.03,7.12,0.52,66.38,1.9,45.89,13,84
23,5.16,98,2.18,1.54,2.95,3.05,6.38,0.59,62.61,53.89,71.55,19,82
51,7.01,53,2.45,2.38,2.08,1.73,7.4,0.76,89.13,73.66,80.5,14,116
54,4.25,100,1.87,1.92,0.64,2.1,3.98,0.5,20.73,29.96,31.34,12,101
52,7.66,87,2.14,0.37,0.88,0.75,6.68,-0.19,88.81,43.31,5.74,9,170
43,3.63,104,2.31,0.35,2.11,1.33,6.92,1.15,76.46,15.28,20.54,11,68
39,8.2,31,2.77,1.85,1.99,2.59,6.06,-0.07,26.12,7.69,77.72,16,75
68,5.93,114,0.57,1.05,1.62,1.71,6.09,1.34,95.43,80.66,21.03,10,78
51,7.1,94,2.97,2.75,5.18,2.01,5.55,1.08,44.12,29.94,30.82,19,125
27,4.34,73,2.44,1.31,0.82,1.83,7.9,1.67,69.81,62.15,43.25,14,109
17,8.21,37,2.78,0.3,1.04,1.1,6.61,0.42,34.44,29.76,63.12,9,145
26,9.9,72,1.1,1.83,1.44,1.84,7.08,0.63,10.5,41.52,34.88,8,82
19,6.4,86,0.93,0.1,3.42,1.21,5.46,0.7,56.69,18.67,79.94,11,102
33,5.56,48,2.18,1.94,3.25,0.46,7.18,0.98,98.46,90.52,1.69,15,85
64,3.78,32,3.6,3.02,0.77,1.02,7.44,1.06,28.74,36.77,24.48,17,111
43,6.68,71,1.12,2.57,2.46,1.58,6.78,0.72,80.36,59,95.22,11,93
54,2.8,63,1.07,2,0.78,1.18,6.53,0.54,37.63,94.73,76.1,17,120
37,3.1,95,1.73,-0.34,2.24,1.84,5.72,0.21,94.97,43.98,63.45,13,89
49,5.23,104,1.92,0.03,3.31,2.01,7.11,0.64,19.14,2.15,94.88,10,74
66,6.93,84,-0.01,1.72,2.08,1.55,7.07,1.11,85.88,38.47,88.67,17,147
61,2.51,95,0.79,0.71,1.54,1.09,6.43,1.43,36.46,7.95,74.86,13,78
63,8.09,76,3.12,1.81,1.93,1.51,6.08,0.56,54.35,48.18,11.07,15,102
35,11.3,87,2.69,1.92,0.61,1.55,6.33,1.21,31.25,98.81,87.84,19,135
37,3.47,84,1.33,1.43,1.88,1.59,6.32,1.24,86.31,68.53,30.4,18,107
69,5.64,77,0.81,0.94,-0.6,1.55,5.97,1.08,45.03,47.4,30.99,14,80
18,6.85,80,1.19,1.78,1.53,1.29,4.71,1.39,79.1,87.54,75.07,13,55
68,7.06,101,3.52,1.07,1.97,1.2,4.46,1.06,82.99,0.95,71.77,14,85
35,6.41,65,0.78,2.06,2.9,2.19,6.35,1.02,26.8,41.84,88.37,20,101
38,6.85,36,0.84,-0.21,1.09,1.05,6.7,1.51,4.97,48.2,75.7,16,99
51,5.75,65,1.24,0.42,2.18,1.68,6.22,1.22,60.7,53.28,46.03,10,103
50,2.96,135,1.03,1.47,2.06,1.15,6.95,1.13,48.14,25.42,34.87,16,138
30,9.52,11,1.95,3.77,2.29,2.14,6.76,1.38,88.4,52.44,46.8,12,83
65,8.53,98,1.63,1.84,2.48,1.61,6.38,0.82,0.11,97.56,17.71,15,88
63,5.26,27,2.25,-1.51,0.81,1.46,6.54,0.88,94.23,43.39,30.6,11,90
13,3.94,55,3.24,0.15,0.88,2.4,4.93,1.81,55.18,17.34,22.53,13,63
47,2.95,82,1.42,1.44,2.77,2.43,7.22,1.71,36.87,50.31,29.74,12,89
26,6.13,92,0.07,2.3,1.91,0.98,6.23,-0.17,86.56,60.1,92.57,11,82
30,5.68,60,2.09,3.25,3.2,1.99,6.91,0.67,96.57,12.94,64.12,20,75
